City,State,Latitude,Longitude
"New Vienna",IA,42.548345,-91.113845
"New Virginia",IA,41.181764,-93.73107
"Nichols",IA,41.479667,-91.30797
"Nodaway",IA,40.936099,-94.897373
"Nora Springs",IA,43.144083,-93.008927
"Northboro",IA,40.60733,-95.29247
"North Buena Vista",IA,42.672713,-90.961256
"North English",IA,41.5168,-92.077664
"North Liberty",IA,41.743619,-91.611179
"North Washington",IA,43.117131,-92.41511
"Northwood",IA,43.444091,-93.215969
"Norwalk",IA,41.48375,-93.69547
"Norway",IA,41.902206,-91.922791
"Numa",IA,40.685562,-92.980144
"Oak Hills ",IA,40.755486,-91.149722
"Oakland",IA,41.31037,-95.399703
"Oakland Acres",IA,41.720862,-92.81987
"Oakville",IA,41.097988,-91.04379
"Ocheyedan",IA,43.418215,-95.53666
"Odebolt",IA,42.311842,-95.254378
"Oelwein",IA,42.671581,-91.912787
"Ogden",IA,42.039479,-94.028288
"Okoboji",IA,43.388082,-95.133244
"Olds",IA,41.134292,-91.544026
"Olin",IA,41.997473,-91.141242
"Ollie",IA,41.199187,-92.092344
"Onawa",IA,42.026476,-96.090917
"Onslow",IA,42.10685,-91.015062
"Orange City",IA,43.001823,-96.055296
"Orchard",IA,43.227529,-92.775888
"Orient",IA,41.203211,-94.417291
"Orleans",IA,43.452724,-95.085873
"Osage",IA,43.28267,-92.811311
"Osceola",IA,41.034955,-93.786603
"Oskaloosa",IA,41.292209,-92.640854
"Ossian",IA,43.146976,-91.764555
"Osterdock",IA,42.731252,-91.158664
"Otho",IA,42.422211,-94.14938
"Oto",IA,42.282168,-95.894552
"Otranto ",IA,43.460856,-92.986294
"Ottosen",IA,42.897748,-94.376004
"Ottumwa",IA,41.022251,-92.423263
"Owasa",IA,42.431854,-93.204663
"Oxford",IA,41.722773,-91.791087
"Oxford Junction",IA,41.983747,-90.954342
"Oyens",IA,42.819816,-96.058042
"Pacific Junction",IA,41.017975,-95.799453
"Packwood",IA,41.132711,-92.082517
"Palmer",IA,42.630096,-94.598517
"Palo",IA,42.064233,-91.799285
"Panama",IA,41.726229,-95.475373
"Panora",IA,41.691126,-94.363909
"Panorama Park",IA,41.555701,-90.453769
"Parkersburg",IA,42.573851,-92.77845
"Park View ",IA,41.695277,-90.539372
"Parnell",IA,41.583702,-92.004425
"Paton",IA,42.164386,-94.25503
"Patterson",IA,41.348429,-93.877594
"Paullina",IA,42.97986,-95.683443
"Pella",IA,41.404715,-92.917412
"Peosta",IA,42.447214,-90.841426
"Percival ",IA,40.751269,-95.813266
"Perry",IA,41.837907,-94.093255
"Persia",IA,41.578556,-95.570113
"Peterson",IA,42.917324,-95.343117
"Pierson",IA,42.543586,-95.866538
"Pilot Mound",IA,42.159243,-94.018294
"Pisgah",IA,41.829855,-95.926167
"Plainfield",IA,42.844571,-92.535693
"Plainview ",IA,41.667177,-90.780098
"Plano",IA,40.755625,-93.046942
"Pleasant Hill",IA,41.599106,-93.505047
"Pleasanton",IA,40.582444,-93.742929
"Pleasant Plain",IA,41.147178,-91.85962
"Pleasantville",IA,41.387011,-93.272787
"Plover",IA,42.876645,-94.622318
"Plymouth",IA,43.246394,-93.123281
"Pocahontas",IA,42.737021,-94.666046
"Polk City",IA,41.781886,-93.722758
"Pomeroy",IA,42.551934,-94.677879
"Popejoy",IA,42.593766,-93.42782
"Portland ",IA,43.122622,-93.13748
"Portsmouth",IA,41.650302,-95.519491
"Postville",IA,43.084381,-91.567791
"Prairieburg",IA,42.237527,-91.425728
"Prairie City",IA,41.595422,-93.239277
"Prescott",IA,41.023587,-94.612816
"Preston",IA,42.049179,-90.396957
"Primghar",IA,43.086311,-95.620637
"Princeton",IA,41.669459,-90.357597
"Promise City",IA,40.747648,-93.148345
"Protivin",IA,43.216739,-92.088952
"Pulaski",IA,40.694358,-92.274173
"Quasqueton",IA,42.394773,-91.757679
"Quimby",IA,42.629075,-95.644144
"Radcliffe",IA,42.31771,-93.434311
"Rake",IA,43.480579,-93.919654
"Ralston",IA,42.041855,-94.629287
"Randalia ",IA,42.86339,-91.886736
"Randall",IA,42.237033,-93.602579
"Randolph",IA,40.873135,-95.564727
"Rathbun",IA,40.801138,-92.886829
"Raymond",IA,42.469381,-92.229653
"Readlyn",IA,42.703703,-92.22503
"Reasnor",IA,41.578855,-93.022898
"Redding",IA,40.605433,-94.381948
"Redfield",IA,41.590085,-94.196018
"Red Oak",IA,41.01413,-95.224371
"Reinbeck",IA,42.322503,-92.594265
"Rembrandt",IA,42.825719,-95.16561
"Remsen",IA,42.815835,-95.972712
"Renwick",IA,42.826926,-93.981343
"Rhodes",IA,41.927815,-93.183723
"Riceville",IA,43.361563,-92.553318
"Richland",IA,41.185542,-91.993573
"Rickardsville",IA,42.581552,-90.876279
"Ricketts",IA,42.127962,-95.574864
"Ridgeway",IA,43.297113,-91.992422
"Rinard",IA,42.33964,-94.484914
"Ringsted",IA,43.295074,-94.507408
"Rippey",IA,41.933895,-94.200723
"Riverdale",IA,41.537276,-90.463583
"Riverside",IA,41.483235,-91.572195
"River Sioux ",IA,41.802439,-96.047988
"Riverton",IA,40.686871,-95.568613
"Robins",IA,42.078745,-91.673973
"Rochester ",IA,41.674149,-91.144309
"Rock Falls",IA,43.207148,-93.086793
"Rockford",IA,43.052435,-92.94769
"Rock Rapids",IA,43.427899,-96.166347
"Rock Valley",IA,43.202585,-96.289038
"Rockwell",IA,42.979972,-93.18718
"Rockwell City",IA,42.398125,-94.62887
"Rodman",IA,43.026584,-94.527369
"Rodney",IA,42.204484,-95.95073
"Roland",IA,42.16585,-93.503043
"Rolfe",IA,42.813197,-94.531855
"Rome",IA,40.982177,-91.681203
"Rose Hill",IA,41.320399,-92.463589
"Roseville ",IA,43.02535,-92.808174
"Rossie",IA,43.013661,-95.188612
"Rowan",IA,42.739935,-93.550288
"Rowley",IA,42.368544,-91.844282
"Royal",IA,43.064441,-95.283721
"Rudd",IA,43.126262,-92.904722
"Runnells",IA,41.515889,-93.360397
"Russell",IA,40.980404,-93.201121
"Ruthven",IA,43.130059,-94.898694
"Rutland",IA,42.761402,-94.29517
"Ryan",IA,42.352295,-91.484892
"Sabula",IA,42.070188,-90.182499
"Sac City",IA,42.422042,-94.997437
"Sageville",IA,42.550327,-90.706932
"St. Ansgar",IA,43.379893,-92.917791
"St. Anthony",IA,42.123547,-93.197512
"St. Benedict ",IA,43.044008,-94.06095
"St. Charles",IA,41.287152,-93.807451
"St. Donatus",IA,42.362442,-90.542206
"St. Joseph ",IA,42.91229,-94.230914
"St. Lucas",IA,43.066468,-91.934063
"St. Marys",IA,41.307698,-93.733845
"St. Olaf",IA,42.926811,-91.387696
"St. Paul",IA,40.767847,-91.516424
"Salem",IA,40.85217,-91.62066
"Salix",IA,42.311921,-96.292189
"Sanborn",IA,43.181432,-95.655335
"Sandusky ",IA,40.453922,-91.389358
"Sandyville",IA,41.370935,-93.386159
"Saylorville ",IA,41.680754,-93.627005
"Scarville",IA,43.470963,-93.618419
"Schaller",IA,42.496531,-95.296271
"Schleswig",IA,42.161028,-95.434646
"Scranton",IA,42.019165,-94.549182
"Searsboro",IA,41.579124,-92.704124
"Sergeant Bluff",IA,42.397549,-96.350934
"Sexton ",IA,43.074905,-94.089152
"Seymour",IA,40.682141,-93.121099
"Shambaugh",IA,40.657459,-95.035259
"Shannon City",IA,40.898751,-94.263651
"Sharpsburg",IA,40.804491,-94.638149
"Sheffield",IA,42.888782,-93.207168
"Shelby",IA,41.505133,-95.449353
"Sheldahl",IA,41.864523,-93.69675
"Sheldon",IA,43.179596,-95.843346
"Shell Rock",IA,42.712345,-92.581658
"Shellsburg",IA,42.092881,-91.871544
"Shenandoah",IA,40.758206,-95.372068
"Sherrill",IA,42.604588,-90.784178
"Shueyville",IA,41.846257,-91.651221
"Sibley",IA,43.401476,-95.743031
"Sidney",IA,40.745895,-95.644728
"Sigourney",IA,41.333974,-92.204448
"Silver City",IA,41.111474,-95.637852
"Sioux Center",IA,43.076147,-96.171108
"Sioux City",IA,42.49538,-96.389495
"Sioux Rapids",IA,42.891672,-95.148538
"Slater",IA,41.880736,-93.691179
"Sloan",IA,42.233062,-96.22483
"Smithland",IA,42.228903,-95.931578
"Soldier",IA,41.984306,-95.780438
"Solon",IA,41.80715,-91.498918
"Somers",IA,42.37875,-94.430991
"South Amana ",IA,41.77039,-91.959919
"South English",IA,41.452153,-92.090333
"Spencer",IA,43.147025,-95.152691
"Sperry ",IA,40.962537,-91.161915
"Spillville",IA,43.202841,-91.952212
"Spirit Lake",IA,43.416659,-95.113071
"Spragueville",IA,42.071527,-90.432745
"Springbrook",IA,42.165732,-90.479136
"Spring Hill",IA,41.412179,-93.650052
"Springville",IA,42.049192,-91.446013
"Stacyville",IA,43.439217,-92.783966
"Stanhope",IA,42.288933,-93.795986
"Stanley",IA,42.641963,-91.811891
"Stanton",IA,40.981653,-95.102371
"Stanwood",IA,41.892697,-91.148758
"State Center",IA,42.014821,-93.165304
"Steamboat Rock",IA,42.408061,-93.066168
"Stockport",IA,40.857266,-91.833349
"Stockton",IA,41.590828,-90.856428
"Stone City ",IA,42.105427,-91.350196
"Storm Lake",IA,42.642951,-95.196463
"Story City",IA,42.185743,-93.586885
"Stout",IA,42.526962,-92.711533
"Stratford",IA,42.269593,-93.927416
"Strawberry Point",IA,42.680489,-91.53478
"Struble",IA,42.894418,-96.194453
"Stuart",IA,41.500464,-94.318105
"Sully",IA,41.577998,-92.846792
"Sumner",IA,42.849372,-92.097154
"Sun Valley Lake ",IA,40.849185,-94.067487
"Superior",IA,43.433646,-94.946634
"Sutherland",IA,42.972941,-95.495245
"Swaledale",IA,42.976453,-93.3155
"Swan",IA,41.467598,-93.309547
"Swea City",IA,43.38349,-94.310265
"Swedesburg ",IA,41.106002,-91.553228
"Swisher",IA,41.844583,-91.694646
"Tabor",IA,40.894941,-95.673618
"Tama",IA,41.965123,-92.573799
"Templeton",IA,41.918097,-94.940666
"Tennant",IA,41.594115,-95.444963
"Terril",IA,43.305794,-94.96892
"Thayer",IA,41.028705,-94.049938
"Thompson",IA,43.369903,-93.774701
"Thor",IA,42.6881,-94.049601
"Thornburg",IA,41.455752,-92.332273
"Thornton",IA,42.944221,-93.38702
"Thurman",IA,40.820118,-95.748813
"Tiffin",IA,41.705183,-91.653593
"Tingley",IA,40.852837,-94.195749
"Tipton",IA,41.770121,-91.128281
"Titonka",IA,43.23717,-94.041422
"Toeterville ",IA,43.440024,-92.887899
"Toledo",IA,41.990174,-92.580342
"Toronto",IA,41.903118,-90.862815
"Traer",IA,42.189577,-92.464042
"Trenton ",IA,41.065974,-91.639498
"Treynor",IA,41.232024,-95.606455
"Tripoli",IA,42.808371,-92.257843
"Truesdale",IA,42.729257,-95.183407
"Truro",IA,41.209794,-93.846711
"Turin",IA,42.020881,-95.966158
"Twin Lakes ",IA,42.480996,-94.629756
"Udell",IA,40.78014,-92.743163
"Underwood",IA,41.380243,-95.68251
"Union",IA,42.243534,-93.062498
"Unionville",IA,40.818136,-92.695832
"University Heights",IA,41.655036,-91.558868
"University Park",IA,41.285546,-92.614978
"Urbana",IA,42.229835,-91.885511
"Urbandale",IA,41.636656,-93.779889
"Ute",IA,42.050259,-95.705776
"Vail",IA,42.059715,-95.200454
"Valeria",IA,41.729794,-93.325533
"Van Horne",IA,42.008311,-92.089718
"Van Meter",IA,41.524638,-93.94418
"Van Wert",IA,40.870742,-93.792178
"Varina",IA,42.658578,-94.898011
"Ventura",IA,43.128835,-93.465942
"Victor",IA,41.730599,-92.294846
"Villisca",IA,40.929875,-94.981108
"Vincent",IA,42.59187,-94.01887
"Vining",IA,41.99102,-92.387278
"Vinton",IA,42.163106,-92.026206
"Volga",IA,42.802939,-91.542301
"Wadena",IA,42.839676,-91.659402
"Wahpeton",IA,43.369515,-95.17591
"Walcott",IA,41.587319,-90.780518
"Walford",IA,41.879845,-91.830559
"Walker",IA,42.287545,-91.781479
"Wallingford",IA,43.320285,-94.792177
"Wall Lake",IA,42.26732,-95.093226
"Walnut",IA,41.489453,-95.219669
"Wapello",IA,41.177222,-91.188991
"Washburn ",IA,42.410291,-92.266866
"Washington",IA,41.297913,-91.693671
"Washta",IA,42.575575,-95.720125
"Waterloo",IA,42.492327,-92.351947
"Waterville",IA,43.207661,-91.2966
"Watkins ",IA,41.893102,-91.984993
"Waucoma",IA,43.055629,-92.034459
"Waukee",IA,41.59048,-93.882818
"Waukon",IA,43.268523,-91.478488
"Waverly",IA,42.722049,-92.469462
"Wayland",IA,41.148347,-91.657535
"Webb",IA,42.949759,-95.012919
"Webster",IA,41.438464,-92.171718
"Webster City",IA,42.462423,-93.818201
"Weldon",IA,40.897314,-93.735023
"Wellman",IA,41.469238,-91.835247
"Wellsburg",IA,42.433855,-92.926618
"Welton",IA,41.905503,-90.595614
"Wesley",IA,43.089114,-93.99289
"West Amana ",IA,41.808457,-91.965539
"West Bend",IA,42.960034,-94.445586
"West Branch",IA,41.666158,-91.344197
"West Burlington",IA,40.821628,-91.175475
"West Chester",IA,41.340039,-91.816948
"West Des Moines",IA,41.549937,-93.781351
"Westfield",IA,42.756206,-96.605527
"Westgate",IA,42.768333,-91.995669
"West Liberty",IA,41.572995,-91.262639
"West Okoboji",IA,43.347705,-95.166396
"Weston ",IA,41.342261,-95.744822
"Westphalia",IA,41.719399,-95.39377
"West Point",IA,40.71454,-91.452832
"Westside",IA,42.075699,-95.101385
"West Union",IA,42.958873,-91.813024
"Westwood",IA,40.964955,-91.626773
"Wever ",IA,40.705655,-91.228102
"What Cheer",IA,41.400348,-92.357088
"Wheatland",IA,41.833064,-90.83801
"Whiting",IA,42.127224,-96.150677
"Whittemore",IA,43.063335,-94.425246
"Whitten",IA,42.264454,-93.010632
"Willey",IA,41.97878,-94.822404
"Williams",IA,42.489193,-93.541245
"Williamsburg",IA,41.668884,-92.013249
"Williamson",IA,41.088234,-93.256955
"Wilton",IA,41.589109,-91.025481
"Windsor Heights",IA,41.60446,-93.712802
"Winfield",IA,41.125904,-91.438127
"Winterset",IA,41.34436,-94.013037
"Winthrop",IA,42.470766,-91.737378
"Wiota",IA,41.40078,-94.887329
"Woden",IA,43.230756,-93.911402
"Woodbine",IA,41.736338,-95.711055
"Woodburn",IA,41.010852,-93.59632
"Woodward",IA,41.85273,-93.92075
"Woolstock",IA,42.564776,-93.843131
"Worthington",IA,42.397928,-91.120703
"Wyoming",IA,42.059542,-91.005188
"Yale",IA,41.77512,-94.3578
"Yarmouth ",IA,41.024513,-91.322067
"Yetter",IA,42.316107,-94.843199
"Yorktown",IA,40.735257,-95.154337
"Zearing",IA,42.158925,-93.297182
"Zwingle",IA,42.297192,-90.687436
"Abbyville",KS,37.970576,-98.202961
"Abilene",KS,38.924503,-97.228004
"Ada ",KS,39.1622,-97.885948
"Admire",KS,38.640995,-96.102009
"Agenda",KS,39.706567,-97.432239
"Agra",KS,39.761262,-99.119427
"Albert",KS,38.453959,-99.011129
"Alden",KS,38.243839,-98.31173
"Alexander",KS,38.469417,-99.552998
"Allen",KS,38.655123,-96.169636
"Alma",KS,39.015681,-96.287096
"Almena",KS,39.891274,-99.709613
"Altamont",KS,37.185207,-95.291909
"Alta Vista",KS,38.862942,-96.488838
"Alton",KS,39.467804,-98.948639
"Altoona",KS,37.524517,-95.661498
"Americus",KS,38.506385,-96.261282
"Ames ",KS,39.568894,-97.450965
"Andale",KS,37.791285,-97.627417
"Andover",KS,37.688916,-97.134347
"Anthony",KS,37.158533,-98.042776
"Arcadia",KS,37.641172,-94.624019
"Argonia",KS,37.267876,-97.762939
"Arkansas City",KS,37.074234,-97.038451
"Arlington",KS,37.89629,-98.178064
"Arma",KS,37.542775,-94.701807
"Asherville ",KS,39.407469,-97.9732
"Ashland",KS,37.186661,-99.769671
"Assaria",KS,38.680203,-97.604142
"Atchison",KS,39.562552,-95.136611
"Athol",KS,39.766191,-98.919748
"Atlanta",KS,37.435738,-96.766978
"Attica",KS,37.242605,-98.227624
"Atwood",KS,39.8099,-101.041893
"Auburn",KS,38.907756,-95.815555
"Augusta",KS,37.698016,-96.97316
"Aurora",KS,39.451924,-97.529846
"Axtell",KS,39.871258,-96.256896
"Baileyville ",KS,39.85012,-96.192719
"Bala ",KS,39.310829,-96.950392
"Baldwin City",KS,38.777506,-95.18748
"Barnard",KS,39.189171,-98.044252
"Barnes",KS,39.711551,-96.873404
"Bartlett",KS,37.05486,-95.211569
"Basehor",KS,39.135325,-94.929047
"Bassett",KS,37.907206,-95.405651
"Bavaria ",KS,38.795467,-97.754756
"Baxter Springs",KS,37.019951,-94.734961
"Bazine",KS,38.446126,-99.693006
"Beattie",KS,39.862371,-96.41779
"Beaumont ",KS,37.655975,-96.531814
"Beaver ",KS,38.64552,-98.673715
"Bel Aire",KS,37.775943,-97.246571
"Belle Plaine",KS,37.393428,-97.279548
"Belleville",KS,39.824337,-97.633855
"Beloit",KS,39.464698,-98.10834
"Belpre",KS,37.950669,-99.099822
"Belvue",KS,39.216297,-96.179001
"Bendena ",KS,39.743541,-95.181057
"Benedict",KS,37.626883,-95.743483
"Bennington",KS,39.033146,-97.593228
"Bentley",KS,37.886762,-97.514712
"Benton",KS,37.78853,-97.108729
"Bern",KS,39.961415,-95.971065
"Beverly",KS,39.013831,-97.975454
"Big Bow ",KS,37.560851,-101.557372
"Bird City",KS,39.749514,-101.532765
"Bison",KS,38.519915,-99.19789
"Blue Mound",KS,38.089357,-95.009926
"Blue Rapids",KS,39.678439,-96.658901
"Bluff City",KS,37.076116,-97.874701
"Bogue",KS,39.359522,-99.68739
"Bonner Springs",KS,39.075368,-94.871739
"Bremen ",KS,39.897772,-96.795507
"Brewster",KS,39.363054,-101.37713
"Bridgeport ",KS,38.62714,-97.614004
"Bronson",KS,37.895806,-95.073113
"Brookville",KS,38.773557,-97.864544
"Brownell",KS,38.640619,-99.744275
"Bucklin",KS,37.548647,-99.634419
"Bucyrus ",KS,38.720917,-94.708347
"Buffalo",KS,37.709108,-95.69693
"Buhler",KS,38.138031,-97.770552
"Bunker Hill",KS,38.875298,-98.698938
"Burden",KS,37.315609,-96.755372
"Burdett",KS,38.193523,-99.526452
"Burdick ",KS,38.558943,-96.847244
"Burlingame",KS,38.751864,-95.835775
"Burlington",KS,38.193289,-95.745428
"Burns",KS,38.089738,-96.887668
"Burr Oak",KS,39.870347,-98.305708
"Burrton",KS,38.023805,-97.671391
"Bushong",KS,38.642797,-96.256717
"Bushton",KS,38.512275,-98.396003
"Byers",KS,37.787896,-98.867055
"Caldwell",KS,37.034877,-97.608827
"Cambridge",KS,37.317776,-96.667166
"Caney",KS,37.013573,-95.931931
"Canton",KS,38.385862,-97.43005
"Carbondale",KS,38.821914,-95.693201
"Carlton",KS,38.686663,-97.293159
"Cassoday",KS,38.03869,-96.638667
"Catharine ",KS,38.9302,-99.214354
"Cawker City",KS,39.509511,-98.433107
"Cedar",KS,39.65712,-98.940178
"Cedar Point",KS,38.260047,-96.823743
"Cedar Vale",KS,37.105135,-96.502623
"Centerville ",KS,38.229623,-95.015662
"Centralia",KS,39.724413,-96.130955
"Centropolis ",KS,38.719537,-95.349447
"Chanute",KS,37.669661,-95.464162
"Chapman",KS,38.974372,-97.023258
"Chase",KS,38.35532,-98.348666
"Chautauqua",KS,37.023897,-96.177144
"Cheney",KS,37.635291,-97.779716
"Cherokee",KS,37.344474,-94.823123
"Cherryvale",KS,37.269148,-95.553354
"Chetopa",KS,37.037437,-95.092249
"Chicopee ",KS,37.38341,-94.743461
"Cimarron",KS,37.80971,-100.345327
"Circleville",KS,39.509437,-95.855674
"Claflin",KS,38.524579,-98.53687
"Clay Center",KS,39.381182,-97.127372
"Clayton",KS,39.736866,-100.176484
"Clearwater",KS,37.510921,-97.497723
"Clifton",KS,39.568095,-97.280552
"Climax",KS,37.719168,-96.224032
"Clyde",KS,39.59183,-97.400212
"Coats",KS,37.51078,-98.825338
"Codell ",KS,39.195378,-99.170123
"Coffeyville",KS,37.032717,-95.65158
"Colby",KS,39.384348,-101.04509
"Coldwater",KS,37.267543,-99.3234
"Collyer",KS,39.037322,-100.11826
"Colony",KS,38.072839,-95.362225
"Columbus",KS,37.171614,-94.844076
"Colwich",KS,37.78181,-97.536277
"Concordia",KS,39.56687,-97.646785
"Conway Springs",KS,37.389861,-97.642942
"Coolidge",KS,38.041507,-102.008503
"Copeland",KS,37.540242,-100.628607
"Corning",KS,39.657089,-96.028789
"Cottonwood Falls",KS,38.368211,-96.542755
"Council Grove",KS,38.663149,-96.491782
"Courtland",KS,39.783242,-97.896159
"Coyville",KS,37.68724,-95.895938
"Crestline ",KS,37.170073,-94.706448
"Croweburg ",KS,37.553621,-94.672338
"Cuba",KS,39.802346,-97.457422
"Cullison",KS,37.630227,-98.905172
"Culver",KS,38.970159,-97.759078
"Cunningham",KS,37.644623,-98.43113
"Damar",KS,39.319152,-99.584459
"Danville",KS,37.285952,-97.892071
"Dearing",KS,37.053363,-95.695365
"Deerfield",KS,37.981869,-101.133182
"Delia",KS,39.239365,-95.964992
"Delphos",KS,39.274577,-97.764852
"Denison",KS,39.393795,-95.628451
"Dennis ",KS,37.348635,-95.4031
"Denton",KS,39.731933,-95.269536
"Derby",KS,37.559559,-97.255786
"De Soto",KS,38.941825,-94.985296
"Detroit ",KS,38.935999,-97.126851
"Devon ",KS,37.922248,-94.815308
"Dexter",KS,37.179567,-96.716039
"Dighton",KS,38.48101,-100.466367
"Dodge City",KS,37.76067,-100.017863
"Dorrance",KS,38.846891,-98.590044
"Douglass",KS,37.516944,-97.010425
"Downs",KS,39.50457,-98.547305
"Dresden",KS,39.622762,-100.41905
"Dunlap",KS,38.576286,-96.367568
"Durham",KS,38.484456,-97.226885
"Dwight",KS,38.84503,-96.592248
"Earlton",KS,37.587421,-95.469787
"Eastborough",KS,37.684623,-97.258588
"Easton",KS,39.34554,-95.117128
"Eastshore ",KS,38.384506,-97.06642
"Edgerton",KS,38.769314,-94.965141
"Edmond",KS,39.627144,-99.819865
"Edna",KS,37.058485,-95.359175
"Edson ",KS,39.334926,-101.54953
"Edwardsville",KS,39.078168,-94.818818
"Effingham",KS,39.522909,-95.396919
"Elbing",KS,38.053436,-97.128263
"El Dorado",KS,37.820429,-96.862979
"Elgin",KS,37.001645,-96.280647
"Elk City",KS,37.289083,-95.910317
"Elk Falls",KS,37.372961,-96.192904
"Elkhart",KS,37.003754,-101.894418
"Ellinwood",KS,38.35735,-98.583847
"Ellis",KS,38.934654,-99.556791
"Ellsworth",KS,38.733875,-98.228017
"Elmdale",KS,38.372965,-96.645988
"Elsmore",KS,37.794175,-95.149913
"Elwood",KS,39.751495,-94.893409
"Elyria ",KS,38.289582,-97.633885
"Emmett",KS,39.307314,-96.057609
"Emporia",KS,38.40186,-96.191654
"Englewood",KS,37.040449,-99.987616
"Ensign",KS,37.653118,-100.232824
"Enterprise",KS,38.903403,-97.116367
"Erie",KS,37.571658,-95.241786
"Esbon",KS,39.821841,-98.433716
"Eskridge",KS,38.859508,-96.105262
"Eudora",KS,38.932378,-95.096848
"Eureka",KS,37.826047,-96.289001
"Everest",KS,39.676974,-95.424757
"Fairview",KS,39.839579,-95.728101
"Fairway",KS,39.024525,-94.62872
"Fall River",KS,37.607772,-96.028555
"Falun ",KS,38.674449,-97.751145
"Farlington ",KS,37.615415,-94.822662
"Florence",KS,38.243075,-96.929155
"Fontana",KS,38.421515,-94.844657
"Ford",KS,37.636652,-99.753778
"Formoso",KS,39.77848,-97.992873
"Fort Dodge ",KS,37.730399,-99.937003
"Fort Riley ",KS,39.106344,-96.812547
"Fort Scott",KS,37.828,-94.704141
"Fowler",KS,37.383265,-100.195793
"Frankfort",KS,39.704121,-96.417807
"Franklin ",KS,37.519978,-94.696366
"Frederick",KS,38.512859,-98.267582
"Fredonia",KS,37.533095,-95.822348
"Frontenac",KS,37.458763,-94.700771
"Fulton",KS,38.009842,-94.719734
"Furley ",KS,37.880071,-97.211869
"Galatia",KS,38.641082,-98.957757
"Galena",KS,37.075194,-94.635517
"Galesburg",KS,37.472162,-95.356398
"Galva",KS,38.383604,-97.53808
"Garden City",KS,37.975876,-100.850884
"Garden Plain",KS,37.66225,-97.677288
"Gardner",KS,38.808984,-94.920564
"Garfield",KS,38.077054,-99.244542
"Garland ",KS,37.730483,-94.624384
"Garnett",KS,38.285873,-95.241231
"Gas",KS,37.92257,-95.344956
"Gaylord",KS,39.646383,-98.847325
"Gem",KS,39.426,-100.897249
"Geneseo",KS,38.51702,-98.154473
"Geuda Springs",KS,37.111447,-97.150447
"Girard",KS,37.508855,-94.84552
"Glade",KS,39.683745,-99.311557
"Glasco",KS,39.361,-97.836963
"Glen Elder",KS,39.500166,-98.30649
"Goddard",KS,37.664202,-97.557639
"Goessel",KS,38.247072,-97.345742
"Goff",KS,39.664116,-95.931762
"Goodland",KS,39.348512,-101.713819
"Gorham",KS,38.880676,-99.023701
