Geographic Area,CITY POPULATION
"Waverly Hall,  Georgia",664
"Waycross,  Georgia","13,671"
"Waynesboro,  Georgia","5,555"
"Webster County unified government,   Georgia","2,315"
"West Point,  Georgia","3,602"
"Whigham,  Georgia",388
"White,  Georgia",633
"White Plains,  Georgia",276
"Whitesburg,  Georgia",630
"Willacoochee,  Georgia","1,258"
"Williamson,  Georgia",747
"Winder,  Georgia","20,628"
"Winterville,  Georgia","1,196"
"Woodbine,  Georgia","1,054"
"Woodbury,  Georgia",863
"Woodland,  Georgia",303
"Woodstock,  Georgia","39,381"
"Woodville,  Georgia",305
"Woolsey,  Georgia",209
"Wrens,  Georgia","2,099"
"Wrightsville,  Georgia","3,543"
"Yatesville,  Georgia",509
"Young Harris,  Georgia",799
"Zebulon,  Georgia","1,330"
"Urban Honolulu CDP,   Hawaii","344,967"
"Aberdeen,  Idaho","1,856"
"Acequia,  Idaho",136
"Albion,  Idaho",257
"American Falls,  Idaho","4,863"
"Ammon,  Idaho","20,095"
"Arco,  Idaho",911
"Arimo,  Idaho",363
"Ashton,  Idaho",982
"Athol,  Idaho",738
"Bancroft,  Idaho",314
"Basalt,  Idaho",374
"Bellevue,  Idaho","2,582"
"Blackfoot,  Idaho","13,224"
"Bliss,  Idaho",265
"Bloomington,  Idaho",214
"Boise ,  Idaho","237,963"
"Bonners Ferry,  Idaho","2,788"
"Bovill,  Idaho",201
"Buhl,  Idaho","4,761"
"Burley,  Idaho","12,211"
"Butte ,  Idaho",86
"Caldwell,  Idaho","73,088"
"Cambridge,  Idaho",365
"Carey,  Idaho",703
"Cascade,  Idaho","1,026"
"Castleford,  Idaho",226
"Challis,  Idaho",944
"Chubbuck,  Idaho","16,577"
"Clark Fork,  Idaho",576
"Clayton,  Idaho",12
"Clifton,  Idaho",461
"Coeur d'Alene,  Idaho","57,355"
"Cottonwood,  Idaho",921
"Council,  Idaho",975
"Craigmont,  Idaho",477
"Crouch,  Idaho",179
"Culdesac,  Idaho",417
"Dalton Gardens,  Idaho","2,498"
"Dayton,  Idaho",539
"Deary,  Idaho",538
"Declo,  Idaho",363
"Dietrich,  Idaho",311
"Donnelly,  Idaho",255
"Dover,  Idaho","1,137"
"Downey,  Idaho",580
"Driggs,  Idaho","2,332"
"Drummond,  Idaho",15
"Dubois,  Idaho",523
"Eagle,  Idaho","33,451"
"East Hope,  Idaho",250
"Eden,  Idaho",406
"Elk River,  Idaho",144
"Emmett,  Idaho","8,803"
"Fairfield,  Idaho",484
"Ferdinand,  Idaho",139
"Fernan Lake Village,  Idaho",160
"Filer,  Idaho","3,040"
"Firth,  Idaho",542
"Franklin,  Idaho","1,128"
"Fruitland,  Idaho","7,078"
"Garden ,  Idaho","12,936"
"Genesee,  Idaho","1,103"
"George,  Idaho",509
"Glenns Ferry,  Idaho","1,288"
"Gooding,  Idaho","3,825"
"Grace,  Idaho",945
"Grand View,  Idaho",464
"Grangeville,  Idaho","3,627"
"Greenleaf,  Idaho",792
"Hagerman,  Idaho",991
"Hailey,  Idaho","9,976"
"Hansen,  Idaho","1,118"
"Harrison,  Idaho",223
"Hauser,  Idaho",894
"Hayden,  Idaho","16,924"
"Hayden Lake,  Idaho",672
"Hazelton,  Idaho",828
"Heyburn,  Idaho","3,744"
"Hollister,  Idaho",267
"Homedale,  Idaho","3,147"
"Hope,  Idaho",107
"Horseshoe Bend,  Idaho",830
"Huetter,  Idaho",104
"Idaho ,  Idaho",536
"Idaho Falls,  Idaho","69,523"
"Inkom,  Idaho",843
"Iona,  Idaho","3,113"
"Irwin,  Idaho",289
"Island Park,  Idaho",191
"Jerome,  Idaho","13,481"
"Juliaetta,  Idaho",650
"Kamiah,  Idaho","1,163"
"Kellogg,  Idaho","2,441"
"Kendrick,  Idaho",304
"Ketchum,  Idaho","3,609"
"Kimberly,  Idaho","5,592"
"Kooskia,  Idaho",556
"Kootenai,  Idaho","1,083"
"Kuna,  Idaho","29,127"
"Lapwai,  Idaho","1,249"
"Lava Hot Springs,  Idaho",375
"Leadore,  Idaho",100
"Lewiston,  Idaho","34,693"
"Lewisville,  Idaho",446
"McCall,  Idaho","4,104"
"McCammon,  Idaho",824
"Mackay,  Idaho",480
"Malad ,  Idaho","2,326"
"Malta,  Idaho",178
"Marsing,  Idaho","1,245"
"Melba,  Idaho",625
"Menan,  Idaho",734
"Meridian,  Idaho","139,740"
"Middleton,  Idaho","11,730"
"Midvale,  Idaho",218
"Minidoka,  Idaho",84
"Montpelier,  Idaho","2,696"
"Moore,  Idaho",175
"Moscow,  Idaho","26,894"
"Mountain Home,  Idaho","16,912"
"Moyie Springs,  Idaho","1,225"
"Mud Lake,  Idaho",359
"Mullan,  Idaho",675
"Murtaugh,  Idaho",123
"Nampa,  Idaho","117,350"
"Newdale,  Idaho",332
"New Meadows,  Idaho",659
"New Plymouth,  Idaho","1,608"
"Nezperce,  Idaho",475
"Notus,  Idaho",606
"Oakley,  Idaho",831
"Old,  Idaho",260
"Onaway,  Idaho",220
"Orofino,  Idaho","3,285"
"Osburn,  Idaho","1,678"
"Oxford,  Idaho",43
"Paris,  Idaho",555
"Parker,  Idaho",298
"Parma,  Idaho","2,198"
"Paul,  Idaho","1,722"
"Payette,  Idaho","8,754"
"Peck,  Idaho",172
"Pierce,  Idaho",520
"Pinehurst,  Idaho","1,784"
"Placerville,  Idaho",48
"Plummer,  Idaho","1,125"
"Pocatello,  Idaho","58,231"
"Ponderay,  Idaho","2,011"
"Post Falls,  Idaho","45,800"
"Potlatch,  Idaho",810
"Preston,  Idaho","6,160"
"Priest River,  Idaho","1,847"
"Rathdrum,  Idaho","12,626"
"Reubens,  Idaho",48
"Rexburg,  Idaho","40,695"
"Richfield,  Idaho",476
"Rigby,  Idaho","5,683"
"Riggins,  Idaho",394
"Ririe,  Idaho",715
"Roberts,  Idaho",583
"Rockland,  Idaho",263
"Rupert,  Idaho","6,343"
"St. Anthony,  Idaho","4,093"
"St. Charles,  Idaho",185
"St. Maries,  Idaho","2,487"
"Salmon,  Idaho","3,257"
"Sandpoint,  Idaho","10,444"
"Shelley,  Idaho","5,262"
"Shoshone,  Idaho","1,757"
"Smelterville,  Idaho",705
"Soda Springs,  Idaho","3,162"
"Spencer,  Idaho",31
"Spirit Lake,  Idaho","2,465"
"Stanley,  Idaho",122
"Star,  Idaho","18,208"
"State Line,  Idaho",38
"Stites,  Idaho",187
"Sugar ,  Idaho","2,395"
"Sun Valley,  Idaho","1,771"
"Swan Valley,  Idaho",310
"Tensed,  Idaho",96
"Teton,  Idaho",850
"Tetonia,  Idaho",281
"Troy,  Idaho",942
"Twin Falls,  Idaho","55,589"
"Ucon,  Idaho","1,218"
"Victor,  Idaho","2,442"
"Wallace,  Idaho",823
"Wardner,  Idaho",204
"Warm River,  Idaho",1
"Weippe,  Idaho",414
"Weiser,  Idaho","6,112"
"Wendell,  Idaho","3,032"
"Weston,  Idaho",572
"White Bird,  Idaho",87
"Wilder,  Idaho","1,725"
"Winchester,  Idaho",366
"Worley,  Idaho",250
"Abingdon,  Illinois","2,871"
"Addieville village,   Illinois",253
"Addison village,   Illinois","35,728"
"Adeline village,   Illinois",75
"Albany village,   Illinois",851
"Albers village,   Illinois","1,123"
"Albion,  Illinois","1,868"
"Aledo,  Illinois","3,522"
"Alexis village,   Illinois",755
"Algonquin village,   Illinois","30,539"
"Alhambra village,   Illinois",602
"Allendale village,   Illinois",443
"Allenville village,   Illinois",130
"Allerton village,   Illinois",253
"Alma village,   Illinois",305
"Alpha village,   Illinois",653
"Alsey village,   Illinois",183
"Alsip village,   Illinois","18,486"
"Altamont,  Illinois","2,200"
"Alton,  Illinois","24,967"
"Altona village,   Illinois",451
"Alto Pass village,   Illinois",305
"Alvan (Alvin) village,   Illinois",224
"Amboy,  Illinois","2,224"
"Anchor village,   Illinois",160
"Andalusia village,   Illinois","1,167"
"Andover village,   Illinois",539
"Anna,  Illinois","4,165"
"Annawan,  Illinois",860
"Antioch village,   Illinois","15,108"
"Apple River village,   Illinois",333
"Arcola,  Illinois","2,915"
"Arenzville village,   Illinois",358
"Argenta village,   Illinois",880
"Arlington village,   Illinois",165
"Arlington Heights village,   Illinois","75,596"
"Armington village,   Illinois",304
"Aroma Park village,   Illinois",653
"Arrowsmith village,   Illinois",271
"Arthur village,   Illinois","2,269"
"Ashkum village,   Illinois",716
"Ashland village,   Illinois","1,188"
"Ashley,  Illinois",447
"Ashmore village,   Illinois",627
"Ashton village,   Illinois",939
"Assumption,  Illinois","1,123"
"Astoria,  Illinois",887
"Athens,  Illinois","1,903"
"Atkinson,  Illinois",930
"Atlanta,  Illinois","1,634"
"Atwood village,   Illinois","1,097"
"Auburn,  Illinois","4,453"
"Augusta village,   Illinois",539
"Aurora,  Illinois","180,710"
"Ava,  Illinois",547
"Aviston village,   Illinois","2,434"
"Avon village,   Illinois",671
"Baldwin village,   Illinois",315
"Banner village,   Illinois",158
"Bannockburn village,   Illinois","1,377"
"Bardolph village,   Illinois",204
"Barrington village,   Illinois","10,615"
"Barrington Hills village,   Illinois","4,080"
"Barry,  Illinois","1,253"
"Bartelso village,   Illinois",639
"Bartlett village,   Illinois","40,718"
"Bartonville village,   Illinois","5,836"
"Basco village,   Illinois",77
"Batavia,  Illinois","26,555"
"Batch village,   Illinois",158
"Bath village,   Illinois",265
"Baylis village,   Illinois",165
"Bay View Gardens village,   Illinois",353
"Beach Park village,   Illinois","14,212"
"Beards,  Illinois","5,803"
"Beaverville village,   Illinois",292
"Beckemeyer village,   Illinois",923
"Bedford Park village,   Illinois",585
"Beecher village,   Illinois","4,727"
"Beecher  village,   Illinois",423
"Belgium village,   Illinois",344
"Belknap village,   Illinois",86
"Belle Prairie ,  Illinois",46
"Belle Rive village,   Illinois",300
"Belleville,  Illinois","40,560"
"Bellevue village,   Illinois","1,903"
"Bellflower village,   Illinois",335
"Bellmont village,   Illinois",239
"Bellwood village,   Illinois","18,132"
"Belvidere,  Illinois","25,325"
"Bement village,   Illinois","1,452"
"Benld,  Illinois","1,407"
"Bensenville village,   Illinois","18,629"
"Benson village,   Illinois",404
"Bentley,  Illinois",26
"Benton,  Illinois","6,578"
"Berkeley village,   Illinois","5,155"
"Berlin village,   Illinois",142
"Berwyn,  Illinois","55,152"
"Bethalto village,   Illinois","9,183"
"Bethany village,   Illinois","1,198"
"Biggsville village,   Illinois",287
"Big Rock village,   Illinois","1,086"
"Bingham village,   Illinois",61
"Bishop Hill village,   Illinois",112
"Bismarck village,   Illinois",569
"Blandinsville village,   Illinois",550
"Bloomingdale village,   Illinois","22,622"
"Bloomington,  Illinois","79,232"
"Blue Island,  Illinois","21,805"
"Blue Mound village,   Illinois","1,090"
"Bluffs village,   Illinois",597
"Bluford village,   Illinois",604
"Bolingbrook village,   Illinois","74,756"
"Bondville village,   Illinois",382
"Bone Gap village,   Illinois",177
"Bonfield village,   Illinois",342
"Bonnie village,   Illinois",364
"Bourbonnais village,   Illinois","18,083"
"Bowen village,   Illinois",447
"Braceville village,   Illinois",722
"Bradford village,   Illinois",662
"Bradley village,   Illinois","15,298"
"Braidwood,  Illinois","6,245"
"Breese,  Illinois","4,629"
"Bridgeport,  Illinois","1,686"
"Bridgeview village,   Illinois","16,559"
"Brighton village,   Illinois","2,164"
"Brimfield village,   Illinois",770
"Broadlands village,   Illinois",312
"Broadview village,   Illinois","7,867"
"Broadwell village,   Illinois",139
"Brocton village,   Illinois",263
"Brookfield village,   Illinois","18,885"
"Brooklyn village,   Illinois",623
"Brookport,  Illinois",691
"Broughton village,   Illinois",179
"Browning village,   Illinois",117
"Browns village,   Illinois",134
"Browns village,   Illinois",679
"Brussels village,   Illinois",115
"Bryant village,   Illinois",164
"Buckingham village,   Illinois",238
"Buckley village,   Illinois",468
"Buckner village,   Illinois",398
"Buda village,   Illinois",465
"Buffalo village,   Illinois",436
"Buffalo Grove village,   Illinois","43,072"
"Bull Valley village,   Illinois","1,136"
"Bulpitt village,   Illinois",206
"Buncombe village,   Illinois",207
"Bunker Hill,  Illinois","1,591"
"Burbank,  Illinois","28,606"
"Bureau Junction village,   Illinois",278
"Burlington village,   Illinois",526
"Burnham village,   Illinois","3,916"
"Burnt Prairie village,   Illinois",33
"Burr Ridge village,   Illinois","11,202"
"Bush village,   Illinois",237
"Bushnell,  Illinois","2,649"
"Butler village,   Illinois",163
"Byron,  Illinois","3,764"
"Cabery village,   Illinois",233
"Cahokia Heights,  Illinois","17,052"
"Cairo,  Illinois","1,523"
"Caledonia village,   Illinois",182
"Calhoun village,   Illinois",154
"Calumet ,  Illinois","34,855"
"Calumet Park village,   Illinois","6,777"
"Camargo village,   Illinois",452
"Cambria village,   Illinois","1,793"
"Cambridge village,   Illinois","2,034"
"Camden village,   Illinois",62
"Campbell Hill village,   Illinois",308
"Camp Point village,   Illinois","1,117"
"Campton Hills village,   Illinois","10,894"
"Campus village,   Illinois",140
"Canton,  Illinois","12,896"
"Cantrall village,   Illinois",139
"Capron village,   Illinois","1,402"
"Carbon Cliff village,   Illinois","1,808"
"Carbondale,  Illinois","22,223"
"Carbon Hill village,   Illinois",383
"Carlinville,  Illinois","5,582"
"Carlock village,   Illinois",569
"Carlyle,  Illinois","3,208"
"Carmi,  Illinois","4,679"
"Carol Stream village,   Illinois","39,556"
"Carpentersville village,   Illinois","37,144"
"Carrier Mills village,   Illinois","1,600"
"Carrollton,  Illinois","2,374"
"Carterville,  Illinois","5,821"
"Carthage,  Illinois","2,431"
"Cary village,   Illinois","18,031"
"Casey,  Illinois","2,376"
"Caseyville village,   Illinois","4,395"
"Catlin village,   Illinois","1,919"
"Cave-In-Rock village,   Illinois",221
"Cedar Point village,   Illinois",261
"Cedarville village,   Illinois",645
"Central  village,   Illinois","1,067"
"Centralia,  Illinois","11,787"
"Cerro Gordo village,   Illinois","1,295"
"Chadwick village,   Illinois",476
"Champaign,  Illinois","91,961"
"Chandlerville village,   Illinois",519
"Channahon village,   Illinois","14,392"
"Chapin village,   Illinois",462
"Charleston,  Illinois","17,361"
"Chatham village,   Illinois","14,639"
"Chatsworth,  Illinois","1,162"
"Chebanse village,   Illinois","1,011"
"Chenoa,  Illinois","1,699"
"Cherry village,   Illinois",420
"Cherry Valley village,   Illinois","2,888"
"Chester,  Illinois","6,759"
"Chesterfield village,   Illinois",165
"Chicago,  Illinois","2,721,308"
"Chicago Heights,  Illinois","26,533"
"Chicago Ridge village,   Illinois","14,036"
"Chillicothe,  Illinois","6,052"
"Chrisman,  Illinois","1,273"
"Christopher,  Illinois","2,621"
"Cicero,  Illinois","82,090"
"Cisco village,   Illinois",252
"Cisne village,   Illinois",622
"Cissna Park village,   Illinois",778
"Claremont village,   Illinois",157
"Clarendon Hills village,   Illinois","8,703"
"Clay  village,   Illinois",819
"Clayton village,   Illinois",616
"Cleveland village,   Illinois",153
"Clifton village,   Illinois","1,295"
"Clinton,  Illinois","6,881"
"Coal  village,   Illinois","5,810"
"Coalton village,   Illinois",301
"Coal Valley village,   Illinois","3,883"
"Coatsburg village,   Illinois",149
"Cobden village,   Illinois","1,040"
"Coffeen,  Illinois",628
"Colchester,  Illinois","1,082"
"Coleta village,   Illinois",161
"Colfax village,   Illinois",985
"Collinsville,  Illinois","23,766"
"Colona,  Illinois","4,960"
"Colp village,   Illinois",175
"Columbia,  Illinois","10,919"
"Columbus village,   Illinois",109
"Compton village,   Illinois",266
"Concord village,   Illinois",152
"Congerville village,   Illinois",503
"Cooksville village,   Illinois",153
"Cordova village,   Illinois",663
"Cornell village,   Illinois",441
"Cortland,  Illinois","4,592"
"Coulterville village,   Illinois",826
"Country Club Hills,  Illinois","16,238"
"Countryside,  Illinois","6,246"
"Cowden village,   Illinois",499
"Crainville village,   Illinois","1,493"
"Creal Springs,  Illinois",498
"Crescent  village,   Illinois",528
"Crest Hill,  Illinois","20,223"
"Creston village,   Illinois",618
"Crestwood village,   Illinois","10,533"
"Crete village,   Illinois","8,371"
"Creve Coeur village,   Illinois","4,832"
"Crossville village,   Illinois",601
"Crystal Lake,  Illinois","41,513"
"Cuba,  Illinois","1,137"
"Cullom village,   Illinois",506
"Curran village,   Illinois",210
"Cutler village,   Illinois",355
"Cypress village,   Illinois",219
"Dahlgren village,   Illinois",493
"Dakota village,   Illinois",479
"Dallas ,  Illinois",778
"Dalton  village,   Illinois",436
"Dalzell village,   Illinois",643
"Damiansville village,   Illinois",558
"Dana village,   Illinois",157
"Danforth village,   Illinois",570
"Danvers village,   Illinois","1,077"
"Danville,  Illinois","27,981"
"Darien,  Illinois","22,015"
"Davis village,   Illinois",568
"Davis Junction village,   Illinois","2,534"
"Dawson village,   Illinois",511
"Decatur,  Illinois","68,763"
"Deer Creek village,   Illinois",650
"Deerfield village,   Illinois","19,138"
"Deer Grove village,   Illinois",39
"Deer Park village,   Illinois","3,669"
"DeKalb,  Illinois","40,491"
"De Land village,   Illinois",442
"Delavan,  Illinois","1,545"
"De Pue village,   Illinois","1,573"
"De Soto village,   Illinois","1,408"
"Des Plaines,  Illinois","58,832"
"Detroit village,   Illinois",74
"De Witt village,   Illinois",165
"Diamond village,   Illinois","2,702"
"Dieterich village,   Illinois",879
"Divernon village,   Illinois","1,116"
"Dix village,   Illinois",456
"Dixmoor village,   Illinois","2,944"
"Dixon,  Illinois","15,156"
"Dolton village,   Illinois","20,697"
"Dongola village,   Illinois",645
"Donnellson village,   Illinois",150
"Donovan village,   Illinois",238
"Dorchester village,   Illinois",125
"Dover village,   Illinois",133
"Dowell village,   Illinois",367
"Downers Grove village,   Illinois","50,552"
"Downs village,   Illinois","1,185"
"Du Bois village,   Illinois",179
"Dunfermline village,   Illinois",252
"Dunlap village,   Illinois","1,596"
"Dupo village,   Illinois","3,797"
"Du Quoin,  Illinois","5,611"
"Durand village,   Illinois","1,383"
"Dwight village,   Illinois","4,032"
"Eagarville village,   Illinois",115
"Earlville,  Illinois","1,598"
"East Alton village,   Illinois","5,621"
"East Brooklyn village,   Illinois",79
"East Cape Girardeau village,   Illinois",253
"East Carondelet village,   Illinois",373
"East Dubuque,  Illinois","1,457"
"East Dundee village,   Illinois","3,116"
"East Galesburg village,   Illinois",744
"East Gillespie village,   Illinois",260
"East Hazel Crest village,   Illinois","1,254"
"East Moline,  Illinois","20,995"
"Easton village,   Illinois",302
"East Peoria,  Illinois","22,024"
"East St. Louis,  Illinois","17,808"
"Eddyville village,   Illinois",97
"Edgewood village,   Illinois",392
"Edinburg village,   Illinois","1,055"
"Edwardsville,  Illinois","26,715"
"Effingham,  Illinois","12,434"
"Elburn village,   Illinois","6,826"
"El Dara village,   Illinois",62
"Eldorado,  Illinois","3,583"
"Eldred village,   Illinois",144
"Elgin,  Illinois","114,701"
"Elizabeth village,   Illinois",688
"Elizabeth village,   Illinois",223
"Elk Grove Village village,   Illinois","31,802"
"Elkhart village,   Illinois",440
"Elkville village,   Illinois",834
"Elliott village,   Illinois",275
"Ellis Grove village,   Illinois",328
"Ellisville village,   Illinois",85
"Ellsworth village,   Illinois",180
"Elmhurst,  Illinois","46,108"
"Elmwood,  Illinois","2,041"
"Elmwood Park village,   Illinois","23,698"
"El Paso,  Illinois","2,732"
"Elsah village,   Illinois",519
"Elvaston village,   Illinois",145
"Elwood village,   Illinois","2,248"
"Emden village,   Illinois",454
"Emington village,   Illinois",99
"Energy village,   Illinois",956
"Enfield village,   Illinois",778
"Equality village,   Illinois",506
"Erie village,   Illinois","1,491"
"Essex village,   Illinois",853
"Eureka,  Illinois","5,189"
"Evanston,  Illinois","76,006"
"Evansville village,   Illinois",539
"Evergreen Park village,   Illinois","19,301"
"Ewing village,   Illinois",296
"Exeter village,   Illinois",84
"Fairbury,  Illinois","3,571"
"Fairfield,  Illinois","4,790"
"Fairmont  village,   Illinois","2,169"
"Fairmount village,   Illinois",589
"Fairview village,   Illinois",410
"Fairview Heights,  Illinois","16,115"
"Farina village,   Illinois",531
"Farmer ,  Illinois","1,817"
"Farmersville village,   Illinois",667
"Farmington,  Illinois","2,295"
"Fayetteville village,   Illinois",286
"Ferris village,   Illinois",120
"Fidelity village,   Illinois",94
"Fieldon village,   Illinois",162
"Fillmore village,   Illinois",294
"Findlay village,   Illinois",649
"Fisher village,   Illinois","2,092"
"Fithian village,   Illinois",473
"Flanagan village,   Illinois","1,023"
"Flat Rock village,   Illinois",319
"Flora,  Illinois","4,647"
"Florence village,   Illinois",17
"Flossmoor village,   Illinois","9,371"
"Foosland village,   Illinois",75
"Ford Heights village,   Illinois","1,752"
"Forest  village,   Illinois",210
"Forest Park village,   Illinois","13,846"
"Forest View village,   Illinois",765
"Forrest village,   Illinois","1,019"
"Forreston village,   Illinois","1,403"
"Forsyth village,   Illinois","3,656"
"Fox Lake village,   Illinois","10,925"
"Fox River Grove village,   Illinois","4,747"
"Frankfort village,   Illinois","21,160"
"Franklin village,   Illinois",590
"Franklin Grove village,   Illinois",876
"Franklin Park village,   Illinois","18,110"
"Freeburg village,   Illinois","4,518"
"Freeman Spur village,   Illinois",271
"Freeport,  Illinois","23,140"
"Fulton,  Illinois","3,581"
"Fults village,   Illinois",26
"Galatia village,   Illinois",787
"Galena,  Illinois","3,207"
"Galesburg,  Illinois","29,289"
"Galva,  Illinois","2,396"
